yr,cluster_id,full_name,country,field,indicator,value
1984,34356797,"duarte, cm",Denmark,Biology,cum_pub,0
1985,34356797,"duarte, cm",Denmark,Biology,cum_pub,0
1986,34356797,"duarte, cm",Denmark,Biology,cum_pub,2
1987,34356797,"duarte, cm",Denmark,Biology,cum_pub,7
1988,34356797,"duarte, cm",Denmark,Biology,cum_pub,9
1989,34356797,"duarte, cm",Denmark,Biology,cum_pub,14
1990,34356797,"duarte, cm",Denmark,Biology,cum_pub,24
1991,34356797,"duarte, cm",Denmark,Biology,cum_pub,29
1992,34356797,"duarte, cm",Denmark,Biology,cum_pub,36
1993,34356797,"duarte, cm",Denmark,Biology,cum_pub,39
1994,34356797,"duarte, cm",Denmark,Biology,cum_pub,52
1995,34356797,"duarte, cm",Denmark,Biology,cum_pub,63
1996,34356797,"duarte, cm",Denmark,Biology,cum_pub,76
1997,34356797,"duarte, cm",Denmark,Biology,cum_pub,95
1998,34356797,"duarte, cm",Denmark,Biology,cum_pub,112
1999,34356797,"duarte, cm",Denmark,Biology,cum_pub,129
2000,34356797,"duarte, cm",Denmark,Biology,cum_pub,144
2001,34356797,"duarte, cm",Denmark,Biology,cum_pub,158
2002,34356797,"duarte, cm",Denmark,Biology,cum_pub,172
2003,34356797,"duarte, cm",Denmark,Biology,cum_pub,191
2004,34356797,"duarte, cm",Denmark,Biology,cum_pub,207
2005,34356797,"duarte, cm",Denmark,Biology,cum_pub,235
2006,34356797,"duarte, cm",Denmark,Biology,cum_pub,257
2007,34356797,"duarte, cm",Denmark,Biology,cum_pub,279
2008,34356797,"duarte, cm",Denmark,Biology,cum_pub,305
2009,34356797,"duarte, cm",Denmark,Biology,cum_pub,333
2010,34356797,"duarte, cm",Denmark,Biology,cum_pub,373
2011,34356797,"duarte, cm",Denmark,Biology,cum_pub,397
2012,34356797,"duarte, cm",Denmark,Biology,cum_pub,428
2013,34356797,"duarte, cm",Denmark,Biology,cum_pub,468
2014,34356797,"duarte, cm",Denmark,Biology,cum_pub,495
2015,34356797,"duarte, cm",Denmark,Biology,cum_pub,530
2016,34356797,"duarte, cm",Denmark,Biology,cum_pub,569
2017,34356797,"duarte, cm",Denmark,Biology,cum_pub,617
2018,34356797,"duarte, cm",Denmark,Biology,cum_pub,663
2019,34356797,"duarte, cm",Denmark,Biology,cum_pub,675
1980,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,0
1981,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,2
1982,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,4
1983,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,6
1984,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,9
1985,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,12
1986,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,15
1987,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,24
1988,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,25
1989,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,29
1990,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,35
1991,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,43
1992,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,44
1993,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,46
1994,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,47
1995,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,51
1996,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,56
1997,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,56
1998,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,59
1999,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,63
2000,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,65
2001,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,71
2002,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,77
2003,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,81
2004,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,83
2005,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,88
2006,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,94
2007,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,98
2008,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,104
2009,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,114
2010,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,122
2011,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,132
2012,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,135
2013,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,149
2014,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,171
2015,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,181
2016,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,196
2017,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,210
2018,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,226
2019,36240254,"brookes, pc",United Kingdom,Biology,cum_pub,233
1980,37710175,"raven, ja",United Kingdom,Biology,cum_pub,3
1981,37710175,"raven, ja",United Kingdom,Biology,cum_pub,10
1982,37710175,"raven, ja",United Kingdom,Biology,cum_pub,16
1983,37710175,"raven, ja",United Kingdom,Biology,cum_pub,24
1984,37710175,"raven, ja",United Kingdom,Biology,cum_pub,35
1985,37710175,"raven, ja",United Kingdom,Biology,cum_pub,46
1986,37710175,"raven, ja",United Kingdom,Biology,cum_pub,57
1987,37710175,"raven, ja",United Kingdom,Biology,cum_pub,61
1988,37710175,"raven, ja",United Kingdom,Biology,cum_pub,68
1989,37710175,"raven, ja",United Kingdom,Biology,cum_pub,76
1990,37710175,"raven, ja",United Kingdom,Biology,cum_pub,84
1991,37710175,"raven, ja",United Kingdom,Biology,cum_pub,95
1992,37710175,"raven, ja",United Kingdom,Biology,cum_pub,107
1993,37710175,"raven, ja",United Kingdom,Biology,cum_pub,119
1994,37710175,"raven, ja",United Kingdom,Biology,cum_pub,127
1995,37710175,"raven, ja",United Kingdom,Biology,cum_pub,136
1996,37710175,"raven, ja",United Kingdom,Biology,cum_pub,150
1997,37710175,"raven, ja",United Kingdom,Biology,cum_pub,165
1998,37710175,"raven, ja",United Kingdom,Biology,cum_pub,178
1999,37710175,"raven, ja",United Kingdom,Biology,cum_pub,189
2000,37710175,"raven, ja",United Kingdom,Biology,cum_pub,197
2001,37710175,"raven, ja",United Kingdom,Biology,cum_pub,211
2002,37710175,"raven, ja",United Kingdom,Biology,cum_pub,221
2003,37710175,"raven, ja",United Kingdom,Biology,cum_pub,234
2004,37710175,"raven, ja",United Kingdom,Biology,cum_pub,245
2005,37710175,"raven, ja",United Kingdom,Biology,cum_pub,256
2006,37710175,"raven, ja",United Kingdom,Biology,cum_pub,268
2007,37710175,"raven, ja",United Kingdom,Biology,cum_pub,282
2008,37710175,"raven, ja",United Kingdom,Biology,cum_pub,292
2009,37710175,"raven, ja",United Kingdom,Biology,cum_pub,311
2010,37710175,"raven, ja",United Kingdom,Biology,cum_pub,326
2011,37710175,"raven, ja",United Kingdom,Biology,cum_pub,337
2012,37710175,"raven, ja",United Kingdom,Biology,cum_pub,349
2013,37710175,"raven, ja",United Kingdom,Biology,cum_pub,364
2014,37710175,"raven, ja",United Kingdom,Biology,cum_pub,379
2015,37710175,"raven, ja",United Kingdom,Biology,cum_pub,391
2016,37710175,"raven, ja",United Kingdom,Biology,cum_pub,398
2017,37710175,"raven, ja",United Kingdom,Biology,cum_pub,419
2018,37710175,"raven, ja",United Kingdom,Biology,cum_pub,431
2019,37710175,"raven, ja",United Kingdom,Biology,cum_pub,433
1980,42470214,"hammer, b",Denmark,Physics,cum_pub,0
1981,42470214,"hammer, b",Denmark,Physics,cum_pub,0
1982,42470214,"hammer, b",Denmark,Physics,cum_pub,0
1983,42470214,"hammer, b",Denmark,Physics,cum_pub,0
1984,42470214,"hammer, b",Denmark,Physics,cum_pub,0
1985,42470214,"hammer, b",Denmark,Physics,cum_pub,0
1986,42470214,"hammer, b",Denmark,Physics,cum_pub,0
1987,42470214,"hammer, b",Denmark,Physics,cum_pub,0
1988,42470214,"hammer, b",Denmark,Physics,cum_pub,0
1989,42470214,"hammer, b",Denmark,Physics,cum_pub,0
1990,42470214,"hammer, b",Denmark,Physics,cum_pub,0
1991,42470214,"hammer, b",Denmark,Physics,cum_pub,0
1992,42470214,"hammer, b",Denmark,Physics,cum_pub,2
1993,42470214,"hammer, b",Denmark,Physics,cum_pub,5
1994,42470214,"hammer, b",Denmark,Physics,cum_pub,9
1995,42470214,"hammer, b",Denmark,Physics,cum_pub,18
1996,42470214,"hammer, b",Denmark,Physics,cum_pub,26
1997,42470214,"hammer, b",Denmark,Physics,cum_pub,37
1998,42470214,"hammer, b",Denmark,Physics,cum_pub,45
1999,42470214,"hammer, b",Denmark,Physics,cum_pub,53
2000,42470214,"hammer, b",Denmark,Physics,cum_pub,56
2001,42470214,"hammer, b",Denmark,Physics,cum_pub,63
2002,42470214,"hammer, b",Denmark,Physics,cum_pub,73
2003,42470214,"hammer, b",Denmark,Physics,cum_pub,76
2004,42470214,"hammer, b",Denmark,Physics,cum_pub,84
2005,42470214,"hammer, b",Denmark,Physics,cum_pub,98
2006,42470214,"hammer, b",Denmark,Physics,cum_pub,110
2007,42470214,"hammer, b",Denmark,Physics,cum_pub,117
2008,42470214,"hammer, b",Denmark,Physics,cum_pub,123
2009,42470214,"hammer, b",Denmark,Physics,cum_pub,133
2010,42470214,"hammer, b",Denmark,Physics,cum_pub,145
2011,42470214,"hammer, b",Denmark,Physics,cum_pub,156
2012,42470214,"hammer, b",Denmark,Physics,cum_pub,173
2013,42470214,"hammer, b",Denmark,Physics,cum_pub,185
2014,42470214,"hammer, b",Denmark,Physics,cum_pub,199
2015,42470214,"hammer, b",Denmark,Physics,cum_pub,206
2016,42470214,"hammer, b",Denmark,Physics,cum_pub,219
2017,42470214,"hammer, b",Denmark,Physics,cum_pub,231
2018,42470214,"hammer, b",Denmark,Physics,cum_pub,246
2019,42470214,"hammer, b",Denmark,Physics,cum_pub,246
1980,42713805,"robertson, j",United Kingdom,Physics,cum_pub,5
1981,42713805,"robertson, j",United Kingdom,Physics,cum_pub,9
1982,42713805,"robertson, j",United Kingdom,Physics,cum_pub,10
1983,42713805,"robertson, j",United Kingdom,Physics,cum_pub,22
1984,42713805,"robertson, j",United Kingdom,Physics,cum_pub,30
1985,42713805,"robertson, j",United Kingdom,Physics,cum_pub,37
1986,42713805,"robertson, j",United Kingdom,Physics,cum_pub,40
1987,42713805,"robertson, j",United Kingdom,Physics,cum_pub,43
1988,42713805,"robertson, j",United Kingdom,Physics,cum_pub,45
1989,42713805,"robertson, j",United Kingdom,Physics,cum_pub,47
1990,42713805,"robertson, j",United Kingdom,Physics,cum_pub,48
1991,42713805,"robertson, j",United Kingdom,Physics,cum_pub,56
1992,42713805,"robertson, j",United Kingdom,Physics,cum_pub,60
1993,42713805,"robertson, j",United Kingdom,Physics,cum_pub,68
1994,42713805,"robertson, j",United Kingdom,Physics,cum_pub,73
1995,42713805,"robertson, j",United Kingdom,Physics,cum_pub,84
1996,42713805,"robertson, j",United Kingdom,Physics,cum_pub,105
1997,42713805,"robertson, j",United Kingdom,Physics,cum_pub,119
1998,42713805,"robertson, j",United Kingdom,Physics,cum_pub,136
1999,42713805,"robertson, j",United Kingdom,Physics,cum_pub,157
2000,42713805,"robertson, j",United Kingdom,Physics,cum_pub,186
2001,42713805,"robertson, j",United Kingdom,Physics,cum_pub,210
2002,42713805,"robertson, j",United Kingdom,Physics,cum_pub,235
2003,42713805,"robertson, j",United Kingdom,Physics,cum_pub,264
2004,42713805,"robertson, j",United Kingdom,Physics,cum_pub,286
2005,42713805,"robertson, j",United Kingdom,Physics,cum_pub,314
2006,42713805,"robertson, j",United Kingdom,Physics,cum_pub,346
2007,42713805,"robertson, j",United Kingdom,Physics,cum_pub,373
2008,42713805,"robertson, j",United Kingdom,Physics,cum_pub,405
2009,42713805,"robertson, j",United Kingdom,Physics,cum_pub,429
2010,42713805,"robertson, j",United Kingdom,Physics,cum_pub,451
2011,42713805,"robertson, j",United Kingdom,Physics,cum_pub,476
2012,42713805,"robertson, j",United Kingdom,Physics,cum_pub,512
2013,42713805,"robertson, j",United Kingdom,Physics,cum_pub,544
2014,42713805,"robertson, j",United Kingdom,Physics,cum_pub,576
2015,42713805,"robertson, j",United Kingdom,Physics,cum_pub,605
2016,42713805,"robertson, j",United Kingdom,Physics,cum_pub,630
2017,42713805,"robertson, j",United Kingdom,Physics,cum_pub,650
2018,42713805,"robertson, j",United Kingdom,Physics,cum_pub,660
2019,42713805,"robertson, j",United Kingdom,Physics,cum_pub,662
1980,44035385,"kiorboe, t",Denmark,Biology,cum_pub,1
1981,44035385,"kiorboe, t",Denmark,Biology,cum_pub,5
1982,44035385,"kiorboe, t",Denmark,Biology,cum_pub,6
1983,44035385,"kiorboe, t",Denmark,Biology,cum_pub,9
1984,44035385,"kiorboe, t",Denmark,Biology,cum_pub,10
1985,44035385,"kiorboe, t",Denmark,Biology,cum_pub,15
1986,44035385,"kiorboe, t",Denmark,Biology,cum_pub,17
1987,44035385,"kiorboe, t",Denmark,Biology,cum_pub,20
1988,44035385,"kiorboe, t",Denmark,Biology,cum_pub,23
1989,44035385,"kiorboe, t",Denmark,Biology,cum_pub,25
1990,44035385,"kiorboe, t",Denmark,Biology,cum_pub,29
1991,44035385,"kiorboe, t",Denmark,Biology,cum_pub,32
1992,44035385,"kiorboe, t",Denmark,Biology,cum_pub,32
1993,44035385,"kiorboe, t",Denmark,Biology,cum_pub,34
1994,44035385,"kiorboe, t",Denmark,Biology,cum_pub,40
1995,44035385,"kiorboe, t",Denmark,Biology,cum_pub,47
1996,44035385,"kiorboe, t",Denmark,Biology,cum_pub,52
1997,44035385,"kiorboe, t",Denmark,Biology,cum_pub,54
1998,44035385,"kiorboe, t",Denmark,Biology,cum_pub,60
1999,44035385,"kiorboe, t",Denmark,Biology,cum_pub,62
2000,44035385,"kiorboe, t",Denmark,Biology,cum_pub,65
2001,44035385,"kiorboe, t",Denmark,Biology,cum_pub,72
2002,44035385,"kiorboe, t",Denmark,Biology,cum_pub,75
2003,44035385,"kiorboe, t",Denmark,Biology,cum_pub,82
2004,44035385,"kiorboe, t",Denmark,Biology,cum_pub,84
2005,44035385,"kiorboe, t",Denmark,Biology,cum_pub,91
2006,44035385,"kiorboe, t",Denmark,Biology,cum_pub,100
2007,44035385,"kiorboe, t",Denmark,Biology,cum_pub,103
2008,44035385,"kiorboe, t",Denmark,Biology,cum_pub,107
2009,44035385,"kiorboe, t",Denmark,Biology,cum_pub,110
2010,44035385,"kiorboe, t",Denmark,Biology,cum_pub,115
2011,44035385,"kiorboe, t",Denmark,Biology,cum_pub,125
2012,44035385,"kiorboe, t",Denmark,Biology,cum_pub,130
2013,44035385,"kiorboe, t",Denmark,Biology,cum_pub,142
2014,44035385,"kiorboe, t",Denmark,Biology,cum_pub,149
2015,44035385,"kiorboe, t",Denmark,Biology,cum_pub,158
2016,44035385,"kiorboe, t",Denmark,Biology,cum_pub,169
2017,44035385,"kiorboe, t",Denmark,Biology,cum_pub,177
2018,44035385,"kiorboe, t",Denmark,Biology,cum_pub,190
2019,44035385,"kiorboe, t",Denmark,Biology,cum_pub,194
1980,44810329,"colwell, rk",Denmark,Biology,cum_pub,0
1981,44810329,"colwell, rk",Denmark,Biology,cum_pub,2
1982,44810329,"colwell, rk",Denmark,Biology,cum_pub,3
1983,44810329,"colwell, rk",Denmark,Biology,cum_pub,4
1984,44810329,"colwell, rk",Denmark,Biology,cum_pub,4
1985,44810329,"colwell, rk",Denmark,Biology,cum_pub,7
1986,44810329,"colwell, rk",Denmark,Biology,cum_pub,7
1987,44810329,"colwell, rk",Denmark,Biology,cum_pub,7
1988,44810329,"colwell, rk",Denmark,Biology,cum_pub,7
1989,44810329,"colwell, rk",Denmark,Biology,cum_pub,9
1990,44810329,"colwell, rk",Denmark,Biology,cum_pub,9
1991,44810329,"colwell, rk",Denmark,Biology,cum_pub,10
1992,44810329,"colwell, rk",Denmark,Biology,cum_pub,11
1993,44810329,"colwell, rk",Denmark,Biology,cum_pub,12
1994,44810329,"colwell, rk",Denmark,Biology,cum_pub,14
1995,44810329,"colwell, rk",Denmark,Biology,cum_pub,16
1996,44810329,"colwell, rk",Denmark,Biology,cum_pub,16
1997,44810329,"colwell, rk",Denmark,Biology,cum_pub,17
1998,44810329,"colwell, rk",Denmark,Biology,cum_pub,17
1999,44810329,"colwell, rk",Denmark,Biology,cum_pub,18
2000,44810329,"colwell, rk",Denmark,Biology,cum_pub,23
2001,44810329,"colwell, rk",Denmark,Biology,cum_pub,24
2002,44810329,"colwell, rk",Denmark,Biology,cum_pub,25
2003,44810329,"colwell, rk",Denmark,Biology,cum_pub,26
2004,44810329,"colwell, rk",Denmark,Biology,cum_pub,30
2005,44810329,"colwell, rk",Denmark,Biology,cum_pub,36
2006,44810329,"colwell, rk",Denmark,Biology,cum_pub,41
2007,44810329,"colwell, rk",Denmark,Biology,cum_pub,45
2008,44810329,"colwell, rk",Denmark,Biology,cum_pub,49
2009,44810329,"colwell, rk",Denmark,Biology,cum_pub,58
2010,44810329,"colwell, rk",Denmark,Biology,cum_pub,60
2011,44810329,"colwell, rk",Denmark,Biology,cum_pub,64
2012,44810329,"colwell, rk",Denmark,Biology,cum_pub,68
2013,44810329,"colwell, rk",Denmark,Biology,cum_pub,71
2014,44810329,"colwell, rk",Denmark,Biology,cum_pub,78
2015,44810329,"colwell, rk",Denmark,Biology,cum_pub,83
2016,44810329,"colwell, rk",Denmark,Biology,cum_pub,87
2017,44810329,"colwell, rk",Denmark,Biology,cum_pub,96
2018,44810329,"colwell, rk",Denmark,Biology,cum_pub,101
2019,44810329,"colwell, rk",Denmark,Biology,cum_pub,101
1980,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1981,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1982,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1983,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1984,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1985,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1986,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1987,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1988,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1989,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1990,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1991,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1992,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1993,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1994,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1995,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1996,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1997,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,0
1998,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,2
1999,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,3
2000,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,7
2001,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,8
2002,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,14
2003,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,17
2004,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,20
2005,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,25
2006,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,32
2007,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,48
2008,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,62
2009,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,79
2010,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,95
2011,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,123
2012,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,147
2013,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,168
2014,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,193
2015,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,215
2016,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,239
2017,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,260
2018,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,281
2019,45330998,"novoselov, ks",United Kingdom,Physics,cum_pub,291
1980,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,0
1981,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,3
1982,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,6
1983,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,9
1984,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,11
1985,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,14
1986,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,18
1987,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,23
1988,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,26
1989,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,27
1990,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,30
1991,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,34
1992,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,36
1993,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,38
1994,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,40
1995,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,42
1996,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,45
1997,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,48
1998,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,51
1999,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,51
2000,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,52
2001,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,54
2002,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,55
2003,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,57
2004,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,61
2005,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,63
2006,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,65
2007,47219508,"oswald, aj",United Kingdom,Economics,cum_pub,69
